,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Time_taken(min),Distance(kms),Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_electric_scooter ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_No ,Festival_Yes ,City_Metropolitian ,City_Semi-Urban ,City_Urban 
7513,39.0,4.9,0,0,1.0,0.0,13.0,3.0985793628085028,0,0,1,0,0,1,1,0,0,0,0
7514,37.0,4.9,1,0,0.0,1.0,24.0,1.5690347154047222,1,0,0,0,1,0,1,0,0,0,1
7515,33.0,4.5,4,3,2.0,1.0,29.0,4.707104052532131,0,0,0,0,0,1,1,0,1,0,0
7516,23.0,4.9,5,1,1.0,1.0,26.0,19.37285872394489,0,1,0,0,1,0,1,0,1,0,0
7517,34.0,4.9,3,0,2.0,1.0,18.0,3.055396260642662,0,1,0,0,1,0,1,0,1,0,0
7518,29.0,4.5,1,1,2.0,1.0,32.0,19.5870739690788,0,1,0,0,0,1,1,0,1,0,0
7519,36.0,4.8,5,0,2.0,1.0,25.0,4.530985191304095,1,0,0,1,0,0,1,0,1,0,0
7520,27.0,4.9,1,3,0.0,1.0,47.0,20.839226755308367,1,0,0,0,1,0,1,0,1,0,0
7521,22.0,4.7,2,3,1.0,0.0,18.0,4.4884457269918245,0,1,0,0,0,1,1,0,1,0,0
7522,32.0,3.7,5,1,1.0,1.0,34.0,10.624490627783038,1,0,0,0,0,1,1,0,1,0,0
7523,32.0,4.0,5,2,0.0,1.0,46.0,6.197905447135886,1,0,0,0,1,0,1,0,1,0,0
7524,25.0,4.6,1,0,2.0,0.0,22.0,16.69649188209794,0,0,0,0,0,1,1,0,1,0,0
7525,23.0,4.9,2,3,2.0,1.0,29.0,17.12924903551229,1,0,0,0,0,1,1,0,1,0,0
7526,24.0,5.0,0,3,1.0,1.0,15.0,17.043150732304994,0,0,0,0,0,1,1,0,1,0,0
7527,28.0,4.7,4,3,1.0,0.0,24.0,4.583030625251179,0,0,0,0,1,0,1,0,0,0,1
7528,32.0,4.8,2,2,0.0,1.0,30.0,3.0989894697047937,0,0,1,0,1,0,1,0,1,0,0
7529,33.0,4.2,4,0,0.0,1.0,31.0,3.0477357637137565,1,0,0,0,1,0,1,0,1,0,0
7530,39.0,4.8,1,3,1.0,1.0,36.0,4.46440202134633,1,0,0,0,1,0,1,0,1,0,0
7531,26.0,4.7,1,1,1.0,0.0,11.0,7.535714912807709,0,0,1,0,1,0,1,0,1,0,0
7532,36.0,4.7,4,3,0.0,1.0,39.0,16.823444551962364,0,0,1,0,1,0,1,0,1,0,0
7533,34.0,3.5,5,3,2.0,1.0,33.0,13.961628799415337,0,0,1,0,0,1,1,0,1,0,0
7534,25.0,4.9,3,3,0.0,1.0,35.0,14.121309628180253,0,1,0,0,1,0,1,0,1,0,0
7535,37.0,4.7,2,0,1.0,1.0,25.0,7.7460150995922366,0,0,1,0,1,0,1,0,1,0,0
7536,36.0,4.9,2,3,1.0,1.0,29.0,4.648799378421782,1,0,0,0,0,1,1,0,1,0,0
7537,27.0,4.9,1,3,1.0,1.0,31.0,10.859228110858677,1,0,0,0,1,0,1,0,1,0,0
7538,21.0,4.8,0,0,0.0,0.0,15.0,1.4881126828892803,0,0,0,0,1,0,1,0,1,0,0
7539,34.0,4.9,4,0,1.0,0.0,21.0,1.511477544835492,0,1,0,0,0,1,1,0,0,0,0
7540,34.0,4.6,5,1,2.0,1.0,34.0,6.0277133346279195,0,0,1,0,0,1,1,0,1,0,0
7541,32.0,4.9,2,1,0.0,1.0,36.0,7.756535557753129,0,0,1,0,1,0,1,0,1,0,0
7542,29.0,4.5,3,0,0.0,1.0,26.0,1.5491795846987046,0,0,0,0,1,0,1,0,1,0,0
7543,29.0,4.5,0,0,1.0,0.0,18.0,3.055396260642662,0,0,1,0,0,1,1,0,0,0,1
7544,22.0,4.8,0,0,2.0,1.0,26.0,19.630243872265797,1,0,0,1,0,0,1,0,1,0,0
7545,24.0,4.1,5,0,0.0,0.0,15.0,4.537508178520531,1,0,0,0,1,0,1,0,0,0,1
7546,32.0,4.8,0,3,2.0,0.0,23.0,16.366777076931328,0,1,0,1,0,0,1,0,1,0,0
7547,30.0,4.9,1,1,1.0,2.0,44.0,17.063438676435972,0,1,0,0,1,0,1,0,1,0,0
7548,36.0,5.0,5,3,2.0,0.0,32.0,4.582909874633315,0,0,0,0,1,0,1,0,1,0,0
7549,29.0,4.5,4,0,1.0,0.0,14.0,10.69314243912885,1,0,0,0,1,0,1,0,0,0,1
7550,30.0,4.6,1,3,2.0,1.0,44.0,10.884149321826849,0,1,0,0,0,1,1,0,1,0,0
7551,31.0,4.9,1,1,1.0,1.0,30.0,12.212698628348065,0,0,1,0,1,0,1,0,1,0,0
7552,35.0,4.9,5,0,2.0,0.0,29.0,3.0986894561589557,0,1,0,0,0,1,1,0,1,0,0
7553,35.0,4.5,1,0,0.0,1.0,23.0,4.402343128989154,0,0,1,0,1,0,1,0,1,0,0
7554,37.0,4.7,3,0,0.0,0.0,27.0,3.0250564065977628,0,0,1,0,1,0,1,0,0,0,1
7555,33.0,4.7,2,0,1.0,1.0,25.0,7.845173108613386,1,0,0,0,0,1,1,0,1,0,0
7556,29.0,4.5,0,0,3.0,1.0,28.0,5.984644866804196,0,0,1,1,0,0,1,0,1,0,0
7557,35.0,4.4,5,3,1.0,1.0,32.0,10.73817188438876,0,0,0,0,1,0,1,0,1,0,0
7558,30.0,4.7,1,0,1.0,1.0,19.0,3.0207066398204954,1,0,0,0,0,1,1,0,1,0,0
7559,24.0,4.9,5,2,0.0,0.0,22.0,3.1098107554073655,0,1,0,0,1,0,1,0,0,0,1
7560,29.0,4.5,1,1,1.0,0.0,13.0,7.845173108613386,0,1,0,0,0,1,1,0,0,0,1
7561,32.0,4.9,0,3,1.0,1.0,17.0,7.774520987326119,1,0,0,0,0,1,1,0,1,0,0
7562,37.0,4.6,2,1,0.0,1.0,32.0,4.488566619027687,0,1,0,0,1,0,1,0,1,0,0
7563,37.0,4.5,0,3,1.0,1.0,17.0,4.553656452165022,0,0,1,0,0,1,1,0,0,0,1
7564,29.0,4.6,1,1,1.0,1.0,15.0,4.46440202134633,0,0,0,0,1,0,1,0,1,0,0
7565,21.0,4.0,2,0,0.0,1.0,16.0,1.5514399766348916,0,0,1,0,1,0,1,0,1,0,0
7566,26.0,4.7,0,3,0.0,0.0,17.0,16.796560564484654,0,1,0,0,1,0,1,0,0,0,1
7567,38.0,4.9,5,2,0.0,1.0,34.0,6.045848359021369,0,0,0,0,1,0,1,0,1,0,0
7568,25.0,4.7,3,0,0.0,1.0,16.0,7.439967826806012,0,1,0,0,1,0,1,0,0,0,1
7569,34.0,5.0,0,1,2.0,1.0,25.0,16.455094837246975,1,0,0,0,1,0,1,0,1,0,0
7570,35.0,4.9,1,0,2.0,1.0,18.0,1.5280012878807168,0,1,0,0,0,1,1,0,1,0,0
7571,29.0,4.9,1,1,2.0,0.0,18.0,9.329050456698118,1,0,0,0,0,1,1,0,0,0,1
7572,20.0,4.9,0,3,2.0,0.0,11.0,9.344166411560318,0,1,0,0,0,1,1,0,0,0,1
7573,22.0,4.5,0,3,1.0,0.0,14.0,8.976848243036462,0,0,0,0,1,0,1,0,1,0,0
7574,20.0,4.8,4,0,1.0,0.0,16.0,9.074224662551039,0,0,1,0,1,0,1,0,1,0,0
7575,30.0,4.9,3,0,0.0,0.0,39.0,16.872623278516077,0,0,0,0,1,0,1,0,0,0,1
7576,24.0,4.6,3,3,1.0,1.0,29.0,9.343591022450273,0,1,0,0,0,1,1,0,1,0,0
7577,25.0,4.0,1,3,1.0,1.0,36.0,12.212698628348065,1,0,0,0,1,0,1,0,1,0,0
7578,35.0,4.1,3,1,2.0,1.0,31.0,10.705820028702458,0,1,0,1,0,0,1,0,1,0,0
7579,26.0,4.7,2,3,2.0,1.0,21.0,10.415259881975237,0,0,1,1,0,0,1,0,0,0,1
7580,35.0,4.5,0,3,1.0,0.0,20.0,7.439985356282967,0,0,0,0,1,0,1,0,0,0,1
7581,24.0,5.0,1,0,1.0,0.0,15.0,4.537453074096259,0,0,1,0,0,1,1,0,0,0,1
7582,29.0,4.9,4,0,2.0,0.0,19.0,10.5500260879149,0,0,1,0,0,1,1,0,1,0,0
7583,22.0,4.8,4,1,1.0,1.0,24.0,20.166027529984312,0,1,0,0,1,0,1,0,1,0,0
7584,39.0,4.6,0,0,0.0,1.0,23.0,9.32905608440423,1,0,0,0,1,0,1,0,0,0,1
7585,37.0,4.6,3,1,0.0,1.0,47.0,19.630243872265797,0,1,0,0,1,0,1,0,1,0,0
7586,26.0,4.5,2,3,2.0,1.0,21.0,12.459053421649417,0,0,0,1,0,0,1,0,1,0,0
7587,25.0,4.5,4,0,2.0,1.0,12.0,3.0209280244263237,1,0,0,0,0,1,1,0,1,0,0
7588,30.0,4.1,5,0,0.0,0.0,34.0,1.510368370980103,0,0,0,0,1,0,1,0,0,0,1
7589,21.0,4.6,0,1,0.0,1.0,17.0,9.160955267795332,0,0,1,0,1,0,1,0,1,0,0
7590,31.0,4.5,1,3,0.0,0.0,30.0,4.5536345129320175,0,0,1,0,1,0,1,0,1,0,0
7591,29.0,4.8,2,3,2.0,1.0,18.0,16.821156587990316,1,0,0,0,1,0,1,0,1,0,0
7592,33.0,4.6,3,3,0.0,1.0,53.0,13.611034203648224,0,1,0,0,1,0,1,0,1,0,0
7593,29.0,5.0,1,1,0.0,1.0,31.0,16.82470009074351,0,0,0,0,1,0,1,0,1,0,0
7594,27.0,4.6,4,0,2.0,0.0,13.0,12.098952979699199,0,1,0,0,0,1,1,0,0,0,1
7595,36.0,5.0,4,0,1.0,1.0,25.0,13.390941367714726,0,0,0,0,1,0,1,0,1,0,0
7596,38.0,4.3,2,2,1.0,1.0,33.0,6.095471904860164,0,0,1,0,1,0,1,0,1,0,0
7597,29.0,4.5,5,1,1.0,1.0,27.0,7.551093149239606,1,0,0,0,0,1,1,0,0,0,1
7598,36.0,4.7,0,0,1.0,0.0,19.0,1.549521034342308,0,0,1,0,1,0,1,0,1,0,0
7599,34.0,4.2,4,3,0.0,0.0,41.0,16.574241605301808,1,0,0,0,1,0,1,0,1,0,0
7600,36.0,4.8,1,1,1.0,1.0,37.0,12.236645300484978,1,0,0,0,0,1,1,0,1,0,0
7601,21.0,5.0,5,1,1.0,1.0,24.0,13.391457989567927,0,0,1,0,1,0,1,0,1,0,0
7602,32.0,4.6,3,0,0.0,1.0,23.0,9.29737332587202,0,0,1,0,1,0,1,0,1,0,0
7603,26.0,4.8,5,1,1.0,1.0,29.0,7.439646912705203,0,0,0,0,1,0,1,0,0,0,1
7604,29.0,4.4,5,1,0.0,0.0,38.0,10.84739424499801,0,1,0,0,1,0,1,0,1,0,0
7605,29.0,4.5,4,0,0.0,0.0,24.0,2.934536438007446,0,0,0,0,1,0,1,0,1,0,0
7606,35.0,4.6,0,2,1.0,1.0,23.0,6.1362806627149435,1,0,0,0,0,1,1,0,1,0,0
7607,37.0,4.7,2,0,0.0,0.0,25.0,17.130179517921356,0,0,0,0,1,0,1,0,1,0,0
7608,39.0,4.7,3,3,1.0,1.0,42.0,11.891353051258337,0,1,0,0,1,0,1,0,1,0,0
7609,35.0,4.8,1,3,0.0,2.0,46.0,16.58445866660209,0,0,0,0,1,0,1,0,1,0,0
7610,37.0,4.8,0,0,0.0,1.0,23.0,4.58133480026524,0,0,0,0,1,0,1,0,1,0,0
7611,29.0,4.9,1,1,1.0,1.0,13.0,6.1969796160643895,1,0,0,0,1,0,1,0,1,0,0
7612,35.0,4.9,2,1,1.0,1.0,22.0,10.624481568766228,1,0,0,0,1,0,1,0,1,0,0
7613,25.0,4.9,5,1,0.0,1.0,36.0,20.24335402965451,1,0,0,0,1,0,1,0,0,0,1
7614,21.0,4.8,4,3,1.0,0.0,16.0,13.65977087384612,0,0,1,0,0,1,1,0,0,0,0
7615,26.0,4.6,4,3,0.0,1.0,22.0,9.308411100114,0,1,0,0,1,0,1,0,1,0,0
7616,25.0,4.5,4,3,0.0,1.0,26.0,17.063437110679263,0,1,0,0,1,0,1,0,1,0,0
7617,21.0,4.5,3,0,2.0,1.0,25.0,11.905861749701417,0,1,0,0,0,1,1,0,0,0,1
7618,36.0,4.8,0,3,1.0,1.0,22.0,19.937684790448834,0,1,0,0,0,1,1,0,1,0,0
7619,22.0,4.9,3,1,1.0,1.0,19.0,7.538349599532718,0,0,1,0,1,0,1,0,1,0,0
7620,29.0,4.0,2,3,0.0,0.0,37.0,10.860006649397052,0,1,0,0,1,0,1,0,1,0,0
7621,26.0,4.8,5,3,2.0,0.0,15.0,10.884116941798958,0,0,0,0,0,1,1,0,1,0,0
7622,20.0,4.8,2,3,2.0,1.0,24.0,19.73096126394095,0,1,0,1,0,0,1,0,1,0,0
7623,38.0,4.2,1,2,2.0,1.0,33.0,3.036073580509908,0,1,0,1,0,0,1,0,1,0,0
7624,37.0,4.7,0,3,1.0,0.0,24.0,7.638167710243232,0,1,0,0,1,0,1,0,1,0,0
7625,21.0,4.5,4,1,0.0,1.0,17.0,9.061127494751885,0,0,0,0,1,0,1,0,1,0,0
7626,23.0,5.0,1,3,2.0,1.0,25.0,7.746805459207662,0,0,1,0,0,1,1,0,1,0,0
7627,25.0,4.9,0,3,0.0,1.0,21.0,10.859243692618957,0,1,0,0,1,0,1,0,0,0,0
7628,34.0,4.2,5,0,0.0,1.0,25.0,3.1146185513859304,1,0,0,0,1,0,1,0,1,0,0
7629,39.0,4.7,3,0,2.0,1.0,19.0,1.5493022957932858,0,1,0,0,1,0,1,0,1,0,0
7630,34.0,5.0,0,2,0.0,1.0,25.0,6.20544343389936,1,0,0,0,1,0,1,0,1,0,0
7631,31.0,3.8,5,3,2.0,2.0,41.0,10.8458765385546,1,0,0,0,0,1,0,1,1,0,0
7632,29.0,4.5,0,1,1.0,1.0,18.0,9.203411138984023,0,1,0,0,1,0,1,0,1,0,0
7633,30.0,5.0,3,0,2.0,1.0,19.0,3.059161133140722,1,0,0,0,1,0,1,0,1,0,0
7634,34.0,4.7,4,0,0.0,1.0,29.0,10.54796136573478,0,0,1,0,1,0,1,0,1,0,0
7635,20.0,4.8,1,0,0.0,1.0,21.0,13.611199709068515,0,1,0,0,1,0,1,0,1,0,0
7636,20.0,4.8,5,0,2.0,0.0,10.0,7.845173108613386,0,1,0,0,1,0,1,0,0,0,1
7637,28.0,4.9,0,1,2.0,1.0,18.0,13.943264150201642,1,0,0,0,0,1,1,0,0,0,1
7638,36.0,4.9,4,2,1.0,0.0,29.0,6.135875610009268,0,1,0,0,1,0,1,0,1,0,0
7639,31.0,4.6,0,3,2.0,1.0,19.0,19.940607730289397,0,0,1,0,0,1,1,0,0,0,1
7640,24.0,4.8,2,0,1.0,1.0,19.0,13.742674023125222,0,0,1,0,1,0,1,0,1,0,0
7641,30.0,4.8,2,1,0.0,1.0,26.0,7.55147768893424,1,0,0,0,1,0,1,0,0,0,1
7642,36.0,4.8,5,0,1.0,0.0,27.0,12.235105512421491,0,1,0,0,1,0,1,0,1,0,0
7643,30.0,4.8,3,1,1.0,1.0,15.0,4.647400289742853,1,0,0,0,0,1,1,0,1,0,0
7644,39.0,4.5,0,3,1.0,1.0,18.0,8.932469105184442,0,0,1,0,1,0,1,0,1,0,0
7645,29.0,4.5,0,0,3.0,2.0,45.0,11.902413303218285,0,1,0,0,0,1,1,0,1,0,0
7646,20.0,4.1,3,3,2.0,1.0,42.0,10.883891742745625,1,0,0,0,1,0,1,0,0,0,1
7647,38.0,4.9,4,0,2.0,1.0,21.0,4.671944272517227,0,1,0,1,0,0,1,0,1,0,0
7648,27.0,4.8,4,1,0.0,2.0,38.0,10.625000785116185,1,0,0,0,1,0,1,0,1,0,0
7649,29.0,4.5,1,1,2.0,1.0,39.0,13.743515685221775,0,1,0,0,1,0,1,0,1,0,0
7650,31.0,4.8,4,0,2.0,1.0,28.0,1.5690347154047222,1,0,0,0,0,1,1,0,0,0,0
7651,23.0,4.7,3,0,0.0,0.0,22.0,3.102778532996167,1,0,0,0,1,0,1,0,0,0,1
7652,35.0,4.6,3,3,0.0,1.0,26.0,4.402295598781324,0,0,0,0,1,0,1,0,1,0,0
7653,32.0,4.5,4,0,1.0,1.0,20.0,1.5105048384811501,0,1,0,0,1,0,1,0,0,0,1
7654,25.0,4.2,0,3,0.0,2.0,48.0,9.17773363371404,1,0,0,0,1,0,0,1,1,0,0
7655,35.0,4.8,1,1,1.0,0.0,35.0,16.58558590852746,0,0,0,0,0,1,1,0,0,0,1
7656,28.0,4.8,0,0,2.0,1.0,15.0,1.5102682507811203,1,0,0,0,0,1,1,0,0,0,1
7657,29.0,5.0,1,0,0.0,1.0,18.0,3.082246583706946,0,0,1,0,1,0,1,0,1,0,0
7658,32.0,4.7,0,1,1.0,1.0,21.0,20.16650477947619,0,0,1,0,1,0,1,0,1,0,0
7659,37.0,4.9,4,0,1.0,1.0,25.0,3.0984626543696816,0,1,0,0,0,1,1,0,1,0,0
7660,23.0,4.9,5,2,0.0,1.0,29.0,6.197901026723876,0,0,1,0,1,0,1,0,1,0,0
7661,20.0,4.7,4,0,1.0,0.0,10.0,1.4962197238568409,0,1,0,0,1,0,1,0,1,0,0
7662,29.0,4.5,0,0,1.0,1.0,14.0,3.1380694073889375,0,0,0,0,1,0,1,0,1,0,0
7663,32.0,5.0,0,2,0.0,1.0,21.0,3.1149295363329372,0,0,0,0,1,0,1,0,1,0,0
7664,23.0,4.9,5,1,0.0,0.0,21.0,7.670211891676027,0,0,0,0,1,0,1,0,0,0,1
7665,30.0,4.9,5,2,1.0,1.0,29.0,3.0206687990832064,0,0,1,0,0,1,1,0,1,0,0
7666,23.0,4.8,2,3,0.0,1.0,35.0,7.551467694331561,0,0,1,0,1,0,1,0,1,0,0
7667,35.0,3.7,5,3,1.0,0.0,41.0,12.057182695080286,1,0,0,0,0,1,0,1,1,0,0
7668,31.0,4.1,5,0,0.0,1.0,32.0,3.0544141238528257,0,1,0,0,1,0,1,0,0,0,1
7669,32.0,4.2,2,1,0.0,2.0,36.0,19.8815673404154,0,0,1,0,1,0,1,0,1,0,0
7670,24.0,4.8,1,0,2.0,0.0,10.0,1.5340279311561753,0,0,1,1,0,0,1,0,0,0,1
7671,23.0,4.6,5,0,1.0,0.0,18.0,1.5297261615219055,0,0,1,0,1,0,1,0,1,0,0
7672,30.0,4.7,3,3,0.0,1.0,44.0,19.630777254614774,0,0,1,0,1,0,1,0,1,0,0
7673,32.0,4.1,5,3,0.0,1.0,39.0,9.308411100114,1,0,0,0,1,0,1,0,1,0,0
7674,37.0,4.9,0,2,1.0,1.0,19.0,6.198367991397711,0,0,1,0,0,1,1,0,1,0,0
7675,37.0,4.4,2,1,0.0,1.0,48.0,10.983241696284242,0,0,0,0,1,0,1,0,1,0,0
7676,22.0,4.7,4,0,2.0,1.0,17.0,10.846008142377507,0,0,1,0,1,0,1,0,1,0,0
7677,28.0,4.7,3,1,1.0,0.0,19.0,4.707104052532131,1,0,0,0,1,0,1,0,0,0,1
7678,30.0,4.6,4,0,0.0,1.0,23.0,19.65934405227445,1,0,0,0,1,0,1,0,0,0,1
7679,20.0,4.8,3,0,2.0,1.0,14.0,7.318904862265788,0,0,1,0,0,1,1,0,1,0,0
7680,27.0,4.6,4,3,1.0,1.0,14.0,4.602127561785206,0,1,0,0,0,1,1,0,0,0,0
7681,50.0,6.0,0,0,3.0,1.0,22.0,1.5690347154047222,0,1,0,0,0,0,1,0,1,0,0
7682,28.0,4.5,2,3,2.0,1.0,17.0,4.534263143623996,0,0,0,0,1,0,1,0,1,0,0
7683,39.0,4.6,5,3,2.0,0.0,26.0,7.745666021542585,0,0,0,0,1,0,1,0,0,0,1
7684,35.0,4.4,3,3,1.0,1.0,36.0,12.057126334016957,1,0,0,0,0,1,1,0,1,0,0
7685,35.0,4.2,4,0,0.0,0.0,22.0,3.0594274560496517,0,0,0,0,1,0,1,0,0,0,1
7686,28.0,5.0,4,0,2.0,1.0,19.0,19.372701787183576,0,0,1,0,0,1,1,0,1,0,0
7687,34.0,4.8,0,3,0.0,1.0,37.0,13.805477310461844,0,0,1,0,1,0,1,0,1,0,0
7688,29.0,4.5,2,0,0.0,0.0,19.0,10.846809182228291,1,0,0,0,1,0,1,0,1,0,0
7689,39.0,4.3,2,3,0.0,1.0,33.0,7.746149563277038,0,1,0,0,1,0,1,0,1,0,0
7690,25.0,4.9,4,1,2.0,0.0,22.0,12.438827311002102,0,0,1,0,0,1,1,0,0,0,1
7691,24.0,2.9,0,0,1.0,1.0,36.0,10.624925896441955,0,1,0,0,0,1,1,0,1,0,0
7692,20.0,4.7,0,3,0.0,1.0,27.0,20.16674507207519,0,0,1,0,1,0,1,0,1,0,0
7693,21.0,4.5,0,3,2.0,0.0,15.0,19.730013677494053,0,0,0,0,1,0,1,0,0,0,1
7694,25.0,5.0,5,3,2.0,0.0,25.0,17.25937671693666,0,0,0,0,0,1,1,0,1,0,0
7695,27.0,4.3,1,1,2.0,1.0,37.0,13.961547929942947,1,0,0,0,0,1,1,0,1,0,0
7696,20.0,4.1,3,1,2.0,0.0,34.0,19.857020268325215,1,0,0,1,0,0,1,0,1,0,0
7697,32.0,4.0,3,0,0.0,2.0,37.0,17.130715312307963,0,0,0,0,1,0,1,0,1,0,0
7698,22.0,5.0,1,2,1.0,0.0,27.0,3.01454444374032,0,0,0,0,0,1,1,0,1,0,0
7699,35.0,4.9,0,2,1.0,1.0,16.0,1.5297939730761831,1,0,0,0,1,0,1,0,1,0,0
7700,34.0,4.4,1,0,0.0,0.0,39.0,12.1426704162829,0,1,0,0,1,0,1,0,1,0,0
7701,23.0,4.7,1,2,1.0,1.0,29.0,3.1380694073889375,0,1,0,0,1,0,1,0,1,0,0
7702,30.0,4.6,2,2,1.0,1.0,29.0,6.049844084741074,0,0,0,0,1,0,1,0,1,0,0
7703,30.0,4.8,3,3,1.0,1.0,36.0,12.552275755914396,0,0,1,0,0,1,1,0,1,0,0
7704,22.0,4.6,3,2,1.0,0.0,25.0,6.106164949890593,0,0,1,0,0,1,1,0,1,0,0
7705,31.0,3.4,0,0,0.0,1.0,31.0,13.763140802008653,0,0,1,0,1,0,1,0,0,0,1
7706,35.0,4.2,4,3,0.0,2.0,46.0,13.805626960612091,0,1,0,0,1,0,1,0,1,0,0
7707,39.0,4.9,2,0,0.0,0.0,24.0,12.393579105809046,1,0,0,0,1,0,1,0,0,0,0
7708,30.0,4.2,5,0,0.0,1.0,21.0,1.5549063677553951,0,1,0,0,1,0,1,0,1,0,0
7709,29.0,4.3,5,0,0.0,0.0,27.0,1.5492463111619397,0,0,0,0,1,0,1,0,1,0,0
7710,25.0,4.9,2,2,1.0,1.0,18.0,6.0431286786617155,0,1,0,0,1,0,1,0,1,0,0
7711,29.0,5.0,3,3,0.0,1.0,27.0,9.07450346176405,0,0,1,0,1,0,1,0,1,0,0
7712,23.0,4.6,3,0,2.0,0.0,14.0,2.9278753783820743,0,0,0,1,0,0,1,0,0,0,1
7713,31.0,4.3,4,2,0.0,1.0,38.0,3.06795567031906,1,0,0,0,1,0,1,0,1,0,0
7714,29.0,4.5,1,1,2.0,0.0,18.0,7.439903377482956,0,1,0,1,0,0,1,0,0,0,1
7715,27.0,4.9,2,2,0.0,1.0,18.0,6.071909216478056,0,0,1,0,1,0,1,0,0,0,1
7716,21.0,4.7,1,3,2.0,1.0,43.0,12.272368949431575,0,1,0,1,0,0,1,0,1,0,0
7717,22.0,4.8,5,1,2.0,1.0,28.0,9.204543446314432,0,0,1,0,0,1,1,0,0,0,1
7718,26.0,4.8,4,3,2.0,0.0,15.0,19.340934989697548,0,0,0,0,0,1,1,0,1,0,0
7719,32.0,4.3,2,3,0.0,1.0,40.0,13.59255263372884,0,0,0,0,1,0,1,0,1,0,0
7720,37.0,4.7,3,0,1.0,1.0,25.0,13.993345286741215,0,1,0,0,0,1,1,0,1,0,0
7721,35.0,4.9,3,1,2.0,1.0,33.0,10.625702124383546,0,1,0,1,0,0,1,0,1,0,0
7722,20.0,4.7,5,0,2.0,0.0,19.0,3.109874895861278,1,0,0,0,0,1,1,0,1,0,0
7723,21.0,4.1,5,2,0.0,1.0,38.0,5.9523323468745275,0,0,1,0,1,0,1,0,1,0,0
7724,36.0,4.2,1,3,2.0,0.0,35.0,9.30832533364487,0,0,0,0,0,1,1,0,1,0,0
7725,30.0,5.0,3,1,0.0,0.0,44.0,12.081765497939642,0,0,1,0,1,0,0,1,1,0,0
7726,24.0,4.8,1,0,2.0,0.0,10.0,7.747250131783333,1,0,0,0,0,1,1,0,1,0,0
7727,21.0,4.9,4,0,1.0,0.0,17.0,10.983241696284242,1,0,0,0,1,0,1,0,1,0,0
7728,22.0,5.0,2,0,2.0,0.0,19.0,3.098496000363412,0,0,0,0,0,1,1,0,1,0,0
7729,37.0,4.9,1,3,2.0,1.0,29.0,9.16245242046385,0,0,0,0,0,1,1,0,1,0,0
7730,28.0,4.6,3,2,0.0,0.0,23.0,6.205443615404496,0,0,0,0,1,0,1,0,1,0,0
7731,34.0,4.4,1,2,1.0,1.0,39.0,6.2197451154173,0,0,1,0,0,1,1,0,1,0,0
7732,29.0,4.5,4,0,1.0,1.0,27.0,16.5774794833762,0,0,0,0,0,1,1,0,1,0,0
7733,35.0,5.0,5,3,1.0,0.0,34.0,7.7569529868068985,0,1,0,0,1,0,1,0,1,0,0
7734,37.0,4.5,1,0,2.0,1.0,34.0,12.189981853543985,0,1,0,0,0,1,1,0,1,0,0
7735,36.0,4.9,1,3,2.0,1.0,25.0,7.670103460594373,0,1,0,0,0,1,1,0,1,0,0
7736,27.0,4.6,2,2,0.0,1.0,17.0,6.21959765099924,0,0,0,0,1,0,1,0,1,0,0
7737,24.0,4.9,0,0,2.0,0.0,22.0,1.5495023088967608,0,0,1,0,0,1,1,0,0,0,1
7738,38.0,4.8,3,3,0.0,0.0,53.0,16.82258132783111,0,0,0,0,1,0,1,0,1,0,0
7739,20.0,4.8,0,0,1.0,0.0,28.0,16.365469292582933,0,0,1,0,0,1,1,0,1,0,0
7740,31.0,4.8,0,1,0.0,0.0,28.0,13.870669532160898,0,1,0,0,1,0,1,0,1,0,0
7741,36.0,4.9,0,0,0.0,0.0,20.0,3.036047445255293,0,1,0,0,1,0,1,0,0,0,1
7742,37.0,4.6,0,3,0.0,1.0,21.0,7.746488320976915,0,1,0,0,1,0,1,0,1,0,0
7743,38.0,4.3,2,0,0.0,0.0,33.0,4.648349677934942,0,0,0,0,1,0,1,0,1,0,0
7744,34.0,5.0,4,2,1.0,1.0,31.0,3.098970591291107,0,0,1,0,1,0,1,0,0,0,1
7745,30.0,4.9,1,1,1.0,0.0,15.0,5.953310095151373,1,0,0,0,1,0,1,0,0,0,1
7746,36.0,4.8,4,0,2.0,1.0,17.0,17.063899809147276,0,0,0,0,0,1,1,0,0,0,1
7747,29.0,4.5,3,0,2.0,0.0,33.0,12.236645300484978,0,0,0,0,0,1,1,0,1,0,0
7748,29.0,4.5,0,3,0.0,1.0,46.0,8.927404257514164,0,0,1,0,1,0,1,0,1,0,0
7749,27.0,4.5,5,1,2.0,1.0,26.0,12.271156171049041,0,0,1,1,0,0,1,0,1,0,0
7750,21.0,4.7,1,0,0.0,0.0,22.0,16.349552006887112,1,0,0,0,1,0,1,0,1,0,0
7751,37.0,4.8,2,2,0.0,1.0,38.0,6.071422120848535,0,1,0,0,1,0,1,0,1,0,0
7752,29.0,4.5,0,0,3.0,1.0,32.0,13.390331809420582,0,0,1,1,0,0,1,0,0,0,1
7753,20.0,4.6,4,3,1.0,0.0,28.0,9.162729174053524,0,0,1,0,1,0,1,0,1,0,0
